d;h;l;c;o;v
2009-11-02;942,34;923,58;932,06;942,337;145879417
2009-11-03;931,17;916,79;919,27;931,165;144979296
2009-11-04;938,39;919,33;937,42;919,333;124332468
2009-11-05;950,26;926,82;944,22;935,861;149542533
2009-11-06;950,18;934,24;941,48;944,824;118316292
2009-11-09;961,11;941,54;960,46;941,54;92949394
2009-11-10;961,72;953,57;957,98;960,224;108710158
2009-11-11;968,14;958,46;964,55;958,463;100259621
2009-11-12;976,86;963,32;970,36;964,247;127985151
2009-11-13;971,53;962,36;967,44;969,938;88824079
2009-11-16;975,52;967,34;975,01;967,62;107111587
2009-11-17;974,65;963,76;964,52;974,65;91764991
2009-11-18;972,35;964,7;965,88;964,705;96437696
2009-11-19;965,92;949,21;951,44;965,577;92953545
2009-11-20;959,25;947,39;951,57;951,617;90996899
2009-11-23;976,6;951,69;975,47;951,694;121891650
2009-11-24;976,16;965,54;965,54;974,633;115166887
2009-11-25;974,48;963,18;971,42;966,563;108360573
2009-11-26;970,64;939,01;939,68;970,638;105488180
2009-11-27;953,57;926,63;952,53;938,782;115751664
2009-11-30;957,98;936,19;936,19;952,172;126585274
2009-12-01;954,97;937,39;953,88;937,39;119701875
2009-12-02;957,89;945,69;957,1;953,998;118687130
2009-12-03;965,82;954,64;954,64;957,582;126021444
2009-12-04;973,58;949,14;966,97;954,582;143020252
2009-12-07;971,85;959,84;966,14;966,667;118581784
2009-12-08;973,27;948,55;953,48;966,26;142977188
2009-12-09;956,05;941,22;944,95;953,895;114416865
2009-12-10;952,53;943,74;947,33;945,248;96965728
2009-12-11;956,85;947,81;949,84;947,81;106738458
2009-12-14;960,58;950,49;956,25;950,494;83630659
2009-12-15;957,82;942,62;949,07;956,314;90214392
2009-12-16;960,18;949,37;959,6;949,373;92303263
2009-12-17;959,18;946,48;946,58;959,177;105445997
2009-12-18;950,19;935,81;936,03;947,002;113261121
2009-12-21;949,76;935,91;948,38;935,914;87641014
2009-12-22;963,22;948,56;961,88;948,56;94534767
2009-12-23;967,01;960,28;961,54;962,064;55780029
2009-12-28;969,42;961,37;965,05;961,37;55780029
2009-12-29;969,17;963,89;965,8;964,988;56554140
2009-12-30;968,24;951,54;951,72;965,736;79471924
2010-01-04;964,73;951,72;963,56;951,72;82515321
2010-01-05;968,68;961,46;967,27;964,035;62738455
2010-01-07;970,26;962,27;965,82;967,391;132590930
2010-01-08;974,9;965,7;973,44;965,703;108703861
2010-01-11;985,69;973,15;978,18;973,15;108829804
2010-01-12;981,08;967,49;969,55;978,237;118598238
2010-01-13;974,96;964,35;974,96;969,491;126482540
2010-01-14;984,65;975,61;981,5;975,612;150040869
2010-01-15;986,0;968,5;970,65;982,096;113551418
2010-01-18;975,83;968,76;974,05;970,409;96356218
2010-01-19;977,83;960,65;976,0;973,577;134704201
2010-01-20;976,79;957,16;957,53;976,06;120996804
2010-01-21;968,06;951,49;954,02;958,186;146085553
2010-01-22;957,57;943,61;951,06;954,313;143515366
2010-01-25;956,18;940,21;947,56;948,807;137390239
2010-01-26;945,84;935,66;942,94;945,84;131484232
2010-01-27;954,02;934,66;946,7;943,177;138949530
2010-01-28;965,09;935,46;937,22;947,175;215494715
2010-01-29;957,1;937,93;953,71;937,932;156244130
2010-02-01;967,77;947,45;967,77;952,822;124755156
2010-02-02;972,75;963,73;971,8;967,532;136882329
2010-02-03;974,95;966,08;970,0;971,567;158234166
2010-02-04;975,25;948,21;948,62;969,587;151365767
2010-02-05;951,48;934,38;935,89;948,859;218309537
2010-02-08;940,43;920,29;938,42;939,922;143810582
2010-02-09;951,89;934,84;944,8;939,955;141905651
2010-02-10;950,59;931,39;937,05;948,598;163384783
2010-02-11;949,9;935,27;943,66;944,016;138279998
2010-02-12;951,96;924,93;931,35;951,2;150890599
2010-02-15;935,4;919,39;923,37;932,861;94132747
2010-02-16;934,31;922,75;934,31;929,895;116194638
2010-02-17;945,27;938,56;943,69;939,644;110253316
2010-02-18;947,25;940,87;946,97;944,195;121914407
2010-02-19;957,45;938,66;957,27;940,776;108511683
2010-02-22;959,11;951,48;954,1;958,97;88961737
2010-02-23;958,6;941,26;942,05;957,476;104061648
2010-02-24;946,03;936,25;944,31;943,146;106761804
2010-02-25;950,72;935,88;940,51;941,588;113517881
2010-02-26;948,92;939,29;947,39;946,186;105641030
2010-03-01;967,47;953,54;966,38;954,195;102792829
2010-03-02;972,99;961,57;971,67;965,927;95749079
2010-03-03;981,57;970,15;981,19;971,023;105220371
2010-03-04;986,42;974,99;984,33;977,873;108069096
2010-03-05;999,65;983,41;998,07;985,549;110847668
2010-03-08;1005,74;998,52;1003,39;1001,04;88458806
2010-03-09;1005,97;994,93;1000,5;1002,925;103973836
2010-03-10;1013,28;996,43;1013,04;999,983;107634960
2010-03-11;1013,2;1005,48;1008,93;1007,606;95053742
2010-03-12;1022,48;1009,1;1018,15;1011,844;125933386
2010-03-15;1019,35;1012,64;1013,51;1017,339;87452140
2010-03-16;1021,75;1011,83;1020,05;1015,33;96323500
2010-03-17;1028,53;1023,03;1025,58;1024,025;112728917
2010-03-18;1023,98;1016,49;1018,19;1021,761;100430263
2010-03-19;1027,73;1017,14;1020,26;1021,127;157625399
2010-03-22;1027,37;1011,83;1021,42;1017,624;127792573
2010-03-23;1030,17;1021,9;1030,13;1023,079;97378145
2010-03-24;1033,13;1017,52;1027,08;1032,907;103062850
2010-03-25;1036,3;1024,92;1033,34;1026,089;102987032
2010-03-26;1029,73;1022,38;1027,42;1029,34;101598294
2010-03-29;1034,15;1024,3;1026,7;1030,524;87957500
2010-03-30;1031,52;1022,05;1022,79;1031,002;88118830
2010-03-31;1024,68;1016,26;1021,08;1022,586;139055031
2010-04-01;1037,04;1025,69;1036,93;1026,674;69417662
2010-04-06;1046,25;1036,95;1046,0;1038,976;130584460
2010-04-07;1046,58;1040,93;1042,78;1045,874;102663967
2010-04-08;1040,2;1028,47;1036,73;1040,198;117644564
2010-04-09;1044,68;1040,83;1044,58;1042,846;103158542
2010-04-12;1049,54;1044,96;1048,27;1048,865;87313259
2010-04-13;1048,1;1037,56;1046,5;1042,904;120120586
2010-04-14;1052,28;1043,33;1051,76;1047,416;120181103
2010-04-15;1053,61;1044,0;1053,25;1052,535;119740631
2010-04-16;1063,61;1046,37;1050,24;1057,148;170538896
2010-04-19;1049,13;1036,44;1043,04;1044,441;121852032
2010-04-20;1057,72;1047,47;1055,34;1050,143;115554661
2010-04-21;1058,18;1042,23;1042,48;1056,724;145102768
2010-04-22;1049,64;1028,81;1038,34;1040,68;178620771
2010-04-23;1068,29;1039,25;1066,82;1042,585;257531050
2010-04-26;1077,47;1067,82;1067,9;1074,793;153476399
2010-04-27;1070,74;1042,82;1042,82;1070,185;180533096
2010-04-28;1059,9;1032,79;1042,87;1039,604;229354991
2010-04-29;1061,77;1042,06;1061,77;1047,029;170908087
2010-04-30;1061,84;1049,82;1053,88;1059,013;85378704
2010-05-03;1059,58;1044,61;1059,44;1049,542;86258724
2010-05-04;1062,88;1027,5;1027,5;1062,658;170743092
2010-05-05;1030,77;1000,41;1000,7;1025,783;200695897
2010-05-06;1010,45;973,2;977,25;991,606;237769852
2010-05-07;973,61;929,02;944,57;952,413;328720663
2010-05-10;1005,34;974,44;1005,34;977,978;229484065
2010-05-11;999,23;983,58;993,04;998,949;155246060
2010-05-12;1011,11;984,29;1010,25;991,817;89761788
2010-05-14;1013,57;983,74;984,91;1012,62;151613689
2010-05-17;1000,9;974,17;991,58;976,896;143434724
2010-05-18;1003,88;994,5;1000,41;1001,662;111014323
2010-05-19;991,29;967,16;969,06;990,998;163286492
2010-05-20;981,6;933,16;947,93;976,124;180079249
2010-05-21;958,48;934,02;953,77;948,216;186746615
2010-05-24;963,88;939,69;953,54;962,975;113715599
2010-05-25;938,9;923,13;931,48;930,651;188792999
2010-05-26;961,35;942,82;957,05;948,296;194486029
2010-05-27;979,06;959,18;978,55;962,815;122475846
2010-05-28;988,92;975,39;979,12;988,918;107075023
2010-05-31;985,32;977,82;980,63;979,464;45806712
2010-06-01;985,63;961,16;981,25;977,853;97137086
2010-06-02;991,22;970,06;989,77;976,353;103282626
2010-06-03;1013,02;1000,93;1005,93;1001,193;109741260
2010-06-04;1014,94;985,88;988,46;1009,663;129427287
2010-06-07;990,29;970,44;977,63;975,223;105021905
2010-06-08;984,26;963,55;972,0;980,245;110650014
2010-06-09;996,99;972,22;996,84;977,664;107474281
2010-06-10;1018,58;989,06;1017,74;993,443;126505794
2010-06-11;1022,39;1006,26;1016,29;1022,39;116659468
2010-06-14;1033,01;1022,93;1032,6;1022,93;85744175
2010-06-15;1045,81;1026,14;1045,29;1027,449;104394329
2010-06-16;1051,33;1032,62;1045,73;1050,23;113164688
2010-06-17;1053,1;1038,61;1046,51;1040,901;108257039
2010-06-18;1056,65;1047,47;1054,58;1049,399;119566082
2010-06-21;1069,72;1055,59;1060,51;1065,997;105529270
2010-06-22;1065,93;1049,4;1059,38;1052,843;100163322
2010-06-23;1064,51;1044,68;1047,67;1049,946;90808921
2010-06-24;1053,49;1019,87;1021,43;1051,64;105200291
2010-06-28;1028,41;1012,28;1025,89;1025,67;109299148
2010-06-29;1016,74;989,8;993,92;1016,404;114474783
2010-06-30;1009,33;991,11;1005,93;1000,372;158180889
2010-07-01;1005,48;975,49;981,54;992,779;130667039
2010-07-02;995,59;980,98;983,3;991,651;98740513
2010-07-05;991,4;979,11;980,94;988,691;60922568
2010-07-06;1011,92;984,9;1009,41;987,404;94632101
2010-07-07;1022,65;992,24;1020,43;1004,624;86654964
2010-07-08;1029,28;1007,07;1013,16;1028,835;103181684
2010-07-09;1029,35;1016,26;1028,12;1020,722;79411810
2010-07-12;1034,31;1020,28;1030,18;1031,871;60956734
2010-07-13;1061,1;1028,98;1061,1;1030,504;118749861
2010-07-14;1067,5;1055,16;1063,74;1066,098;82696397
2010-07-15;1067,55;1048,87;1055,52;1060,802;111834185
2010-07-16;1062,31;1032,97;1034,69;1059,623;119907430
2010-07-19;1044,92;1024,66;1032,73;1032,535;95277495
2010-07-20;1040,23;1016,54;1027,36;1037,882;115570793
2010-07-21;1053,45;1034,51;1040,84;1035,636;115682357
2010-07-22;1067,08;1035,95;1065,37;1041,803;125076951
2010-07-23;1067,29;1050,11;1057,77;1060,49;119662878
2010-07-26;1066,85;1050,85;1059,44;1065,05;78725573
2010-07-27;1068,7;1056,6;1059,29;1063,559;117998537
2010-07-28;1066,99;1048,85;1050,84;1063,608;109154587
2010-07-29;1060,17;1047,38;1049,02;1054,18;98764418
2010-07-30;1055,28;1037,72;1047,26;1045,217;95101918
2010-08-02;1076,02;1051,59;1074,61;1052,108;98945741
2010-08-03;1074,69;1067,73;1073,17;1073,932;70956060
2010-08-04;1075,45;1063,61;1071,28;1072,194;79507743
2010-08-05;1083,9;1069,14;1074,4;1071,437;77479865
2010-08-06;1082,51;1062,22;1065,22;1076,618;92072222
2010-08-09;1077,78;1066,87;1073,53;1072,182;58662542
2010-08-10;1071,66;1059,78;1063,32;1069,643;68554364
2010-08-11;1060,34;1034,64;1036,28;1060,34;96338643
2010-08-12;1042,84;1022,48;1031,23;1032,552;110474920
2010-08-13;1040,68;1021,94;1036,45;1040,368;92391381
2010-08-16;1046,69;1033,25;1046,09;1042,05;87419981
2010-08-17;1057,46;1045,7;1057,14;1046,917;78621304
2010-08-18;1060,28;1050,84;1057,2;1054,064;77037288
2010-08-19;1061,63;1039,9;1040,42;1059,057;97271851
2010-08-20;1044,26;1018,35;1020,63;1038,913;98539491
2010-08-23;1029,93;1014,26;1021,78;1022,669;103984233
2010-08-24;1016,06;994,63;1005,34;1015,65;112278701
2010-08-25;1011,84;982,52;995,68;1003,199;116257853
2010-08-26;1009,56;1000,26;1006,16;1005,662;91388475
2010-08-27;1018,97;998,75;1018,89;1003,337;94342735
2010-08-30;1025,84;1000,87;1008,52;1022,495;84574425
2010-08-31;1011,7;993,46;1011,7;997,42;109441875
2010-09-01;1050,65;1009,74;1049,26;1017,289;133531224
2010-09-02;1048,34;1039,82;1043,09;1048,34;89494098
2010-09-03;1057,71;1041,69;1047,99;1045,149;98903387
2010-09-06;1054,06;1048,17;1052,53;1052,983;49030042
2010-09-07;1050,78;1042,43;1048,65;1050,075;104730232
2010-09-08;1060,15;1040,07;1059,6;1043,669;97637320
2010-09-09;1068,35;1054,55;1067,04;1058,106;99459626
2010-09-10;1072,34;1062,38;1068,89;1064,197;89884776
2010-09-13;1081,87;1071,18;1080,72;1074,323;83861750
2010-09-14;1084,61;1074,48;1082,49;1081,494;95033057
2010-09-15;1086,99;1074,32;1080,22;1082,951;103124038
2010-09-16;1084,17;1074,57;1078,19;1081,176;107163355
2010-09-17;1089,68;1076,87;1081,98;1084,307;170569109
2010-09-20;1092,49;1080,05;1092,49;1080,766;111518396
2010-09-21;1099,87;1091,1;1093,41;1091,784;110493928
2010-09-22;1097,11;1078,69;1085,11;1097,11;95152350
2010-09-23;1090,66;1066,86;1074,07;1088,578;103470150
2010-09-24;1095,73;1071,17;1095,59;1072,438;98519429
2010-09-27;1099,32;1085,91;1086,24;1097,414;75959878
2010-09-28;1094,67;1077,93;1090,77;1084,587;125713073
2010-09-29;1092,74;1079,23;1085,09;1085,355;119250746
2010-09-30;1100,73;1079,88;1087,71;1081,186;130487616
2010-10-01;1092,14;1077,83;1082,37;1087,45;102760524
2010-10-04;1083,93;1068,0;1068,74;1082,853;85646889
2010-10-05;1093,87;1061,98;1089,31;1068,614;105440923
2010-10-06;1096,88;1087,09;1089,08;1092,858;120318698
2010-10-07;1091,95;1081,36;1085,78;1087,077;160092941
2010-10-08;1087,4;1078,35;1085,51;1087,378;96670210
2010-10-11;1094,12;1085,94;1092,34;1085,94;82572154
2010-10-12;1091,07;1077,14;1089,89;1087,392;85261604
2010-10-13;1108,52;1091,34;1104,08;1092,723;102618555
2010-10-14;1109,31;1096,2;1098,43;1106,267;98305179
2010-10-15;1101,51;1089,81;1094,52;1099,954;91558991
2010-10-18;1100,27;1087,15;1097,3;1091,625;78257611
2010-10-19;1110,17;1095,12;1095,46;1102,109;138017573
2010-10-20;1098,9;1089,82;1098,88;1093,896;104802700
2010-10-21;1118,35;1096,94;1116,63;1099,647;155275399
2010-10-22;1119,19;1109,95;1109,96;1119,19;132728374
2010-10-25;1117,65;1107,61;1110,38;1117,259;86498958
2010-10-26;1110,44;1100,61;1106,48;1108,151;92855107
2010-10-27;1112,41;1102,09;1103,86;1107,793;107528819
2010-10-28;1106,11;1088,83;1091,65;1103,215;119434141
2010-10-29;1090,37;1079,6;1089,32;1087,704;110010985
2010-11-01;1095,55;1083,59;1091,69;1094,619;87810975
2010-11-02;1097,97;1088,44;1096,59;1089,335;85039566
2010-11-03;1102,7;1087,92;1089,47;1102,7;79750275
2010-11-04;1114,97;1098,63;1109,37;1099,414;121475055
2010-11-05;1111,64;1094,01;1098,69;1110,73;51274842
2010-11-08;1107,8;1099,35;1105,31;1101,044;84947548
2010-11-09;1116,1;1102,7;1113,42;1104,663;85577204
2010-11-10;1112,42;1101,73;1106,34;1111,2;78179864
2010-11-11;1109,74;1097,66;1103,12;1109,736;73082961
2010-11-12;1100,09;1086,03;1094,55;1092,474;96245729
2010-11-15;1104,73;1088,87;1104,04;1089,475;77843565
2010-11-16;1097,98;1079,67;1083,92;1097,885;99656496
2010-11-17;1089,34;1078,27;1086,53;1081,901;94168056
2010-11-18;1106,81;1090,57;1106,32;1093,712;88626509
2010-11-19;1110,55;1101,36;1110,55;1108,586;84277137
2010-11-22;1119,07;1103,11;1106,55;1117,703;103827917
2010-11-23;1103,53;1087,42;1088,81;1100,236;101858043
2010-11-24;1102,15;1083,16;1100,0;1089,562;100047632
2010-11-25;1112,17;1100,44;1111,16;1103,049;65836990
2010-11-26;1114,41;1100,76;1110,11;1106,039;85429577
2010-11-29;1121,38;1100,75;1104,35;1114,987;103356320
2010-11-30;1110,12;1096,73;1107,05;1104,373;140034912
2010-12-01;1134,35;1111,77;1134,27;1112,669;133673390
2010-12-02;1145,51;1129,72;1145,51;1137,742;110877358
2010-12-03;1149,8;1135,13;1149,56;1144,097;100321652
2010-12-06;1149,93;1141,07;1144,44;1147,161;71167807
2010-12-07;1157,22;1144,62;1148,98;1145,425;111409365
2010-12-08;1150,22;1142,84;1145,63;1144,57;117709409
2010-12-09;1151,3;1131,12;1133,52;1150,423;114870787
2010-12-10;1139,16;1133,68;1139,16;1134,945;84293581
2010-12-13;1150,39;1141,24;1146,15;1141,248;82212932
2010-12-14;1155,84;1143,81;1155,84;1146,113;91485001
2010-12-15;1159,1;1148,38;1156,4;1152,418;96155151
2010-12-16;1157,91;1149,9;1153,85;1154,94;106614042
2010-12-17;1156,72;1148,37;1153,13;1153,146;109395855
2010-12-20;1160,39;1149,13;1154,19;1153,085;97344171
2010-12-21;1166,49;1158,23;1166,0;1159,163;78290018
2010-12-22;1169,46;1161,33;1163,27;1165,207;64683514
2010-12-23;1162,23;1156,27;1160,55;1161,372;43257561
2010-12-27;1161,6;1154,81;1160,28;1159,6;28451847
2010-12-28;1163,42;1158,05;1159,8;1159,858;27959143
2010-12-29;1165,9;1160,68;1165,11;1160,954;44364591
2010-12-30;1165,59;1155,57;1155,57;1164,57;51304966
2011-01-03;1177,0;1161,12;1176,85;1161,584;53734587
2011-01-04;1181,56;1165,78;1165,88;1180,504;91663951
2011-01-05;1167,09;1149,21;1151,8;1166,391;51768857
2011-01-07;1164,96;1152,03;1159,45;1159,578;106798351
2011-01-10;1160,42;1149,38;1152,61;1158,739;81689623
2011-01-11;1175,03;1154,88;1174,36;1158,405;108598501
2011-01-12;1178,06;1172,77;1174,1;1175,763;83984785
2011-01-13;1179,84;1171,08;1174,43;1178,96;105303904
2011-01-14;1174,47;1163,05;1173,28;1173,498;79458716
2011-01-17;1176,18;1163,55;1169,53;1173,564;57168573
2011-01-18;1180,59;1172,48;1179,29;1172,832;91346303
2011-01-19;1182,56;1153,6;1155,64;1180,036;141621650
2011-01-20;1157,32;1136,42;1136,42;1154,631;141246855
2011-01-21;1156,69;1138,42;1150,84;1142,421;113608776
2011-01-24;1158,59;1138,41;1148,74;1157,374;103037693
2011-01-25;1156,49;1148,66;1152,69;1154,286;124887846
2011-01-26;1176,29;1156,31;1173,85;1160,078;106684623
2011-01-27;1173,28;1165,21;1165,71;1165,919;142883772
2011-01-28;1168,13;1151,8;1151,8;1165,673;93582516
2011-01-31;1150,29;1139,65;1147,22;1148,552;85723824
2011-02-01;1156,2;1141,77;1146,79;1150,538;117801295
2011-02-02;1153,66;1120,68;1130,42;1150,654;203981542
2011-02-03;1144,25;1126,59;1138,72;1136,428;145684314
2011-02-04;1146,26;1133,38;1139,31;1135,355;278921211
2011-02-07;1148,66;1136,7;1140,5;1143,013;98245870
2011-02-08;1144,7;1127,63;1132,83;1144,7;159125891
2011-02-09;1137,51;1130,63;1134,83;1134,918;104672223
2011-02-10;1135,03;1122,32;1127,0;1134,497;98557375
2011-02-11;1140,41;1117,9;1139,97;1127,484;115907695
2011-02-14;1146,08;1134,05;1134,05;1143,892;118557639
2011-02-15;1137,58;1119,53;1125,85;1134,837;104339130
2011-02-16;1133,32;1125,6;1128,0;1128,328;87360186
2011-02-17;1131,26;1103,98;1110,69;1131,259;138804154
2011-02-18;1119,04;1105,75;1117,23;1112,66;101023065
2011-02-21;1124,73;1108,95;1113,98;1116,6;86525419
2011-02-22;1115,97;1100,76;1112,35;1108,203;93732776
2011-02-23;1109,0;1090,16;1098,07;1108,162;116886243
2011-02-24;1108,91;1085,06;1102,3;1088,874;109369627
2011-02-25;1118,97;1101,48;1116,79;1108,301;83274624
2011-02-28;1131,85;1111,96;1128,66;1117,983;122363572
2011-03-01;1134,51;1119,16;1119,16;1131,048;100544854
2011-03-02;1112,66;1103,02;1103,61;1112,317;108233574
2011-03-03;1115,51;1105,67;1110,8;1110,302;110902100
2011-03-04;1125,07;1111,19;1112,38;1115,472;120605881
2011-03-07;1127,54;1105,5;1117,98;1111,468;103712676
2011-03-08;1128,47;1119,08;1122,89;1121,333;92035549
2011-03-09;1136,24;1123,62;1126,58;1125,898;97078999
2011-03-10;1130,16;1116,04;1118,99;1120,591;109838403
2011-03-11;1113,37;1101,44;1102,22;1111,266;105504502
2011-03-14;1101,87;1089,27;1091,56;1092,473;95996757
2011-03-15;1073,57;1045,58;1064,6;1073,392;218124100
2011-03-16;1079,71;1055,45;1055,45;1073,762;174957121
2011-03-17;1078,18;1061,02;1075,33;1065,552;113989834
2011-03-18;1093,86;1081,2;1091,37;1082,509;166312039
2011-03-21;1107,45;1100,06;1106,92;1104,071;117993601
2011-03-22;1110,89;1098,18;1105,94;1109,237;98846416
2011-03-23;1114,72;1101,47;1113,27;1104,198;97937813
2011-03-24;1127,08;1108,54;1127,08;1109,42;92292727
2011-03-25;1129,84;1120,51;1127,1;1126,247;89233440
2011-03-28;1132,42;1122,25;1132,27;1125,485;78607798
2011-03-29;1131,22;1123,54;1130,71;1130,653;76163501
2011-03-30;1140,86;1136,08;1138,06;1136,581;93667590
2011-03-31;1138,75;1131,9;1134,87;1133,242;99203487
2011-04-01;1146,7;1133,63;1145,6;1136,873;93357733
2011-04-04;1152,73;1141,92;1151,27;1145,736;70652510
2011-04-05;1151,63;1144,56;1149,13;1149,071;96199313
2011-04-06;1157,61;1145,41;1156,52;1149,695;98944786
2011-04-07;1154,65;1144,27;1145,56;1150,452;105728098
2011-04-08;1152,99;1145,2;1151,37;1149,419;78753637
2011-04-11;1152,54;1145,98;1148,69;1146,976;75849487
2011-04-12;1143,94;1128,9;1131,72;1141,52;130210668
2011-04-13;1141,42;1134,47;1137,87;1134,957;97649665
2011-04-14;1135,39;1122,9;1129,88;1134,064;88684664
2011-04-15;1131,12;1121,44;1123,81;1129,489;82384046
2011-04-18;1125,38;1105,01;1106,79;1123,88;126729778
2011-04-19;1124,75;1109,5;1116,84;1113,965;116086984
2011-04-20;1141,59;1125,25;1140,58;1125,366;111745346
2011-04-21;1144,62;1137,6;1141,13;1144,11;56804473
2011-04-26;1153,91;1139,04;1153,46;1143,96;98156916
2011-04-27;1162,4;1149,25;1154,47;1162,396;163057458
2011-04-28;1161,46;1148,43;1161,46;1159,365;135693758
2011-04-29;1163,06;1154,66;1162,84;1156,673;101024394
2011-05-02;1167,1;1158,84;1163,46;1167,096;81358661
2011-05-03;1162,0;1146,72;1153,87;1161,202;126839778
2011-05-04;1160,91;1146,44;1148,64;1154,018;159842470
2011-05-05;1153,06;1139,89;1148,83;1150,75;114228280
2011-05-06;1159,33;1140,38;1157,83;1150,245;118876806
2011-05-09;1160,96;1150,19;1157,13;1155,554;101756322
2011-05-10;1167,72;1158,46;1167,53;1158,975;90495339
2011-05-11;1175,08;1167,15;1173,79;1168,661;91770105
2011-05-12;1169,09;1161,23;1166,53;1166,945;104381854
2011-05-13;1171,84;1164,42;1166,54;1171,702;83303597
